100 0.000182137
5100 0.40833
10100 1.62673
15100 3.6552
20100 6.75536
25100 10.6338
30100 14.8266
35100 20.1451
40100 24.8684
45100 30.1918
50100 39.8146
55100 51.371
60100 61.6247
65100 67.8152
70100 72.7618
75100 89.0049
80100 97.4976
85100 107.096
